date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2018-04-20,28.204072767633182,28.725491877018005,28.109268800044504,28.322577275060212,28.322577275060212,89250,0.0,0.0
2018-04-23,28.417381719421776,28.772895247667503,28.251474321299252,28.488483340129733,28.488483340129733,129356,0.0,0.0
2018-04-24,28.441081046669762,28.678090055392012,28.01446410767562,28.01446410767562,28.01446410767562,211423,0.0,0.0
2018-04-25,28.01446693193753,28.36998048086179,27.350842725553495,27.421944350397098,27.421944350397098,221981,0.0,0.0
2018-04-26,27.493045547256965,27.895960146638178,27.374541040587758,27.398241580274544,27.398241580274544,163854,0.0,0.0
2018-04-27,27.730055975141166,27.82485994695966,27.421943518789895,27.493046949712607,27.493046949712607,149553,0.0,0.0
2018-04-30,27.54044794481127,30.005342163156243,27.54044794481127,29.578727003668973,29.578727003668973,326055,0.0,0.0
2018-05-01,29.578727003668973,29.578727003668973,29.578727003668973,29.578727003668973,29.578727003668973,0,0.0,0.0
2018-05-02,29.578727003668973,30.763772127081427,29.152110035946347,29.578727003668973,29.578727003668973,417270,0.0,0.0
2018-05-03,29.578727003668973,29.578727003668973,29.578727003668973,29.578727003668973,29.578727003668973,0,0.0,0.0
2018-05-04,29.626128411189356,29.981641952123624,29.43652046606359,29.602427870107476,29.602427870107476,288199,0.0,0.0
2018-05-07,29.95794065722687,30.57416375102686,29.69723109541557,30.33715472970107,30.33715472970107,155857,0.0,0.0
2018-05-08,30.574164311189364,32.47023651653444,30.55046196203426,32.47023651653444,32.47023651653444,761942,0.0,0.0
2018-05-09,32.58874330663038,35.02993716489398,32.58874330663038,34.34260877254428,34.34260877254428,857377,0.0,0.0
2018-05-10,34.603320165585714,34.81662685700436,33.8922930388956,34.34260877254428,34.34260877254428,328228,0.0,0.0
2018-05-11,34.34260728919515,34.60331867097577,33.53677802700734,34.366309638982784,34.366309638982784,285878,0.0,0.0
2018-05-14,34.48481247835831,35.077335029532854,32.70724482483469,32.9442538453045,32.9442538453045,674595,0.0,0.0
2018-05-15,32.114721296507476,33.58417645541519,32.114721296507476,33.133860776812526,33.133860776812526,382740,0.0,0.0
2018-05-16,33.37087242790641,34.43741307187484,33.08646231280899,34.366309638982784,34.366309638982784,228394,0.0,0.0
2018-05-17,34.3663079681234,35.29064170136743,32.825749335069595,32.9442538453045,32.9442538453045,485851,0.0,0.0
2018-05-18,33.15756016130865,34.01079407243177,32.94425349176318,33.18126250968953,33.18126250968953,154707,0.0,0.0
2018-05-21,33.65528183279527,35.07733599474436,33.41827280580375,34.840326967752844,34.840326967752844,400947,0.0,0.0
2018-05-22,35.053633828492735,35.19584069201849,34.20040349675051,34.72182263556033,34.72182263556033,289294,0.0,0.0
2018-05-23,34.840326381854446,34.840326381854446,33.678983615714245,34.27150617322877,34.27150617322877,138073,0.0,0.0
2018-05-24,34.24780595541071,34.55591842778472,33.91599474914389,34.295207039667275,34.295207039667275,196617,0.0,0.0
2018-05-25,34.57961716167754,34.57961716167754,34.10559908617012,34.295207039667275,34.295207039667275,150841,0.0,0.0
2018-05-28,34.366309638982784,34.555917587871335,34.10559825720217,34.366309638982784,34.366309638982784,153148,0.0,0.0
2018-05-29,34.46110916817643,34.46110916817643,33.44197330176904,34.05819456791414,34.05819456791414,159068,0.0,0.0
2018-05-30,33.8922914919914,34.911431050359425,33.77378697628514,34.88772870062985,34.88772870062985,413647,0.0,0.0
2018-05-31,34.88772870062985,34.88772870062985,34.88772870062985,34.88772870062985,34.88772870062985,0,0.0,0.0
2018-06-01,34.887730906080336,35.43285243608352,34.60332077370029,35.43285243608352,35.43285243608352,277261,0.0,0.0
2018-06-04,35.74096057474663,37.423722429700554,35.69355949452423,37.352622617602265,37.352622617602265,323629,0.0,0.0
2018-06-05,37.56593480493495,37.66073697930532,36.594196243518525,37.21042122633935,37.21042122633935,251099,0.0,0.0
2018-06-06,37.66073328617846,37.850341232796815,35.90686791701805,36.167579295677115,36.167579295677115,277327,0.0,0.0
2018-06-07,36.26238276143113,36.90230643980926,35.33804896115948,36.26238276143113,36.26238276143113,283231,0.0,0.0
2018-06-08,36.49938970858974,36.49938970858974,35.55135361226274,35.59875469378494,35.59875469378494,243390,0.0,0.0
2018-06-11,37.87404372221327,37.87404372221327,33.276066369733606,34.08189924172075,34.08189924172075,741450,0.0,0.0
2018-06-12,34.17670054929443,36.45198862706753,34.153001816768686,35.59875469378494,35.59875469378494,551065,0.0,0.0
2018-06-13,37.210413463877394,37.58962931519296,35.83576052344644,36.80749888214859,36.80749888214859,912013,0.0,0.0
2018-06-14,36.80750083532857,39.580505593752434,36.38088388407784,39.03538413473598,39.03538413473598,564828,0.0,0.0
2018-06-15,39.343502242633946,40.884061065387684,38.56137165548013,39.81752034194278,39.81752034194278,760620,0.0,0.0
2018-06-18,40.078226484882514,40.86035335295008,38.822077963226704,40.7655511921148,40.7655511921148,367391,0.0,0.0
2018-06-19,40.14932560440275,40.22042903203746,38.65617170642664,39.15388846692849,39.15388846692849,404811,0.0,0.0
2018-06-20,39.22499404140132,40.007124555249085,39.17759295920737,39.29609747292761,39.29609747292761,218967,0.0,0.0
2018-06-21,39.53310639252254,39.62790855665182,38.2295567451559,38.89318274347306,38.89318274347306,251567,0.0,0.0
2018-06-22,39.106489347572385,39.936020939793615,38.561367863675706,39.41460180512013,39.41460180512013,183091,0.0,0.0
2018-06-25,39.580507582562056,39.888620041528846,39.22499404140132,39.29609747292761,39.29609747292761,110770,0.0,0.0
2018-06-26,38.822077120225885,39.65160866716887,38.6561715341314,39.27239279912101,39.27239279912101,199502,0.0,0.0
2018-06-27,39.05908713554618,39.319794887104806,38.8694791966586,39.082785867612984,39.082785867612984,211677,0.0,0.0
2018-06-28,38.98798494010437,39.08278710431268,36.68899810158082,37.32892175116376,37.32892175116376,459752,0.0,0.0
2018-06-29,37.2578161021621,38.44286116658501,37.23411737075597,38.34805900801939,38.34805900801939,248707,0.0,0.0
2018-07-02,37.850341933475676,39.059089451131804,37.73183741670433,38.18215675031797,38.18215675031797,139224,0.0,0.0
2018-07-03,38.39546352917379,38.79837816390181,38.0873510615097,38.58507147977252,38.58507147977252,69842,0.0,0.0
2018-07-04,38.63247238754076,39.722715386170115,38.51396787101456,39.627909603066655,39.627909603066655,167911,0.0,0.0
2018-07-05,39.69901185142365,42.87493135294925,39.675309502237496,42.42461565017811,42.42461565017811,523385,0.0,0.0
2018-07-06,42.42461336845116,42.66162238168273,41.689883980845075,41.87949191472444,41.87949191472444,291108,0.0,0.0
2018-07-09,41.87949460315934,42.922336498205325,41.61878684175092,41.666187924146016,41.666187924146016,164074,0.0,0.0
2018-07-10,41.95059417180461,44.67619774793881,41.71358516518425,42.18760317842498,42.18760317842498,541056,0.0,0.0
2018-07-11,42.18760532662252,42.780127873344746,41.78469071814553,42.3298121844241,42.3298121844241,357701,0.0,0.0
2018-07-12,42.78013015301506,43.79926971097939,42.30611209037777,43.79926971097939,43.79926971097939,273133,0.0,0.0
2018-07-13,43.3726509026195,45.505732094551604,43.3726509026195,45.505732094551604,45.505732094551604,346622,0.0,0.0
2018-07-16,45.742744368207376,46.78558268959887,45.22132520751163,46.78558268959887,46.78558268959887,334953,0.0,0.0
2018-07-17,46.216756676872045,47.828418658641674,46.003450015720816,47.68621180689388,47.68621180689388,555185,0.0,0.0
2018-07-18,47.59141272033455,50.056305122198566,47.283300265983875,49.72449393534134,49.72449393534134,528161,0.0,0.0
2018-07-19,49.67709219362519,49.67709219362519,45.6716375732422,48.112831210155036,48.112831210155036,527994,0.0,0.0
2018-07-20,47.16479316564024,48.68164938870077,46.71447749155148,48.492045073171084,48.492045073171084,268281,0.0,0.0
2018-07-23,49.06086560498504,49.39267677601509,48.065428475424376,48.255036408786054,48.255036408786054,168042,0.0,0.0
2018-07-24,48.823860278492056,49.487486287124945,48.6342523308154,49.29787833944829,49.29787833944829,206525,0.0,0.0
2018-07-25,49.15567139355623,50.24591437854699,48.823860198022075,49.819297401095355,49.819297401095355,200300,0.0,0.0
2018-07-26,49.961503466725325,51.33615654254272,49.81929660435876,50.81473379151248,50.81473379151248,233859,0.0,0.0
2018-07-27,51.05174257634864,51.667967488394844,50.151111173855945,51.57316532491268,51.57316532491268,215932,0.0,0.0
2018-07-30,51.43096340764485,52.37899959949084,50.67253517746228,50.86214313912569,50.86214313912569,230767,0.0,0.0
2018-07-31,50.81472646133581,50.81472646133581,46.33525795708546,46.809275941301166,46.809275941301166,533926,0.0,0.0
2018-08-01,46.16935728613611,48.63424961908359,43.894069273822595,48.586848538925096,48.586848538925096,415021,0.0,0.0
2018-08-02,48.16023265239651,48.53944853501384,46.311561553460706,46.311561553460706,46.311561553460706,184112,0.0,0.0
2018-08-03,46.76188265661696,48.160234496428046,46.69077922384486,46.69077922384486,46.69077922384486,155478,0.0,0.0
2018-08-06,47.35440150674271,47.638811598964814,46.76187897441727,47.093690145931305,47.093690145931305,63915,0.0,0.0
2018-08-07,47.449202918008325,49.10826598238953,47.28329733486431,48.729053737556114,48.729053737556114,182153,0.0,0.0
2018-08-08,49.29787522842763,51.00433941688678,49.013465133096204,50.90953725726649,50.90953725726649,338290,0.0,0.0
2018-08-09,50.90953957191377,50.90953957191377,49.771895522393486,50.81473379151248,50.81473379151248,109360,0.0,0.0
2018-08-10,50.38811925584423,50.71993043829152,48.112831210155036,48.112831210155036,48.112831210155036,196609,0.0,0.0
2018-08-13,47.638812837001346,50.15110988593892,47.23589822784322,49.91410086684937,49.91410086684937,215397,0.0,0.0
2018-08-14,50.245912639489056,50.909538624059465,48.871259589265506,50.48292166137344,50.48292166137344,157389,0.0,0.0
2018-08-15,50.48292166137344,50.48292166137344,50.48292166137344,50.48292166137344,50.48292166137344,0,0.0,0.0
2018-08-16,49.5822913621976,50.293318495354754,48.91866531462339,48.96607001667735,48.96607001667735,164204,0.0,0.0
2018-08-17,49.29787698127877,49.53488600522722,48.16023294303204,48.16023294303204,48.16023294303204,150481,0.0,0.0
2018-08-20,48.63425161536492,50.008904695209864,48.207634643486045,49.77189566821835,49.77189566821835,108748,0.0,0.0
2018-08-21,50.245912639489056,50.862137542976726,49.81929567680303,50.48292166137344,50.48292166137344,151206,0.0,0.0
2018-08-22,49.86669609150514,50.19851088759155,48.586848837020646,48.87125893618713,48.87125893618713,169563,0.0,0.0
2018-08-23,49.10827002883151,49.582288086284464,48.3024407777498,49.53488700383332,49.53488700383332,112975,0.0,0.0
2018-08-24,49.771890720637984,49.771890720637984,48.49204354869545,48.918656861696036,48.918656861696036,119216,0.0,0.0
2018-08-27,49.10826896055491,50.719931044129815,49.10826896055491,50.24591299698841,50.24591299698841,231624,0.0,0.0
2018-08-28,52.14198713717626,52.71080736844804,51.19395100740942,51.95237918792873,51.95237918792873,429135,0.0,0.0
2018-08-29,51.478363237677726,52.14198927906917,51.4309621525364,52.09458819392785,52.09458819392785,181503,0.0,0.0
2018-08-30,51.99978043257049,51.99978043257049,49.86669913397236,49.86669913397236,49.86669913397236,275920,0.0,0.0
2018-08-31,49.48748702926317,49.53488811277549,48.2076360756056,48.82386101067823,48.82386101067823,304100,0.0,0.0
2018-09-03,48.918660131673434,49.48748394781467,46.90408346783998,47.828420812893,47.828420812893,248861,0.0,0.0
2018-09-04,48.112830397786006,48.302438334470416,45.742740230407385,46.09825375551418,46.09825375551418,306205,0.0,0.0
2018-09-05,45.97975363378454,46.453771712483345,43.58596088976717,43.775568844540885,43.775568844540885,385808,0.0,0.0
2018-09-06,43.27784980769767,44.69990397071331,42.898633917638534,43.23044510908721,43.23044510908721,357132,0.0,0.0
2018-09-07,43.609662889193785,44.818410426732626,41.00256347733981,41.12106799606045,41.12106799606045,478073,0.0,0.0
2018-09-10,40.52854388976431,42.898634175715436,39.7701157215541,42.59052171524763,42.59052171524763,383800,0.0,0.0
2018-09-11,43.34895046568919,44.344391292335324,42.732729152947734,43.27785064933232,43.27785064933232,274840,0.0,0.0
2018-09-12,43.799265825838184,44.08367591489827,42.021698248624546,42.235004911301985,42.235004911301985,257788,0.0,0.0
2018-09-13,42.18761067093362,43.32525482805077,41.97430397368025,42.70902985480825,42.70902985480825,183381,0.0,0.0
2018-09-14,43.230447620488086,43.467456661426006,42.44832067856972,43.135645450701304,43.135645450701304,138131,0.0,0.0
2018-09-17,43.135642655583425,43.84666973232382,42.70902568624505,42.94603471182518,42.94603471182518,140705,0.0,0.0
2018-09-18,43.04084057450263,45.363526136466795,42.73272811736329,44.91321043358903,44.91321043358903,285483,0.0,0.0
2018-09-19,45.5057343150017,46.311563580241526,44.93691408265252,45.00801389934304,45.00801389934304,251085,0.0,0.0
2018-09-20,45.50572980400247,45.60053196117262,44.320684757023244,44.96060835909793,44.96060835909793,361492,0.0,0.0
2018-09-21,45.268726942393776,47.33070488087354,45.03171790081056,45.90865063137426,45.90865063137426,1927480,0.0,0.0
2018-09-24,46.5011685082173,46.880384382789316,43.609659218135064,44.41548843101236,44.41548843101236,257125,0.0,0.0
2018-09-25,44.415486466703854,44.557693317496806,43.49115278596098,44.273283232381345,44.273283232381345,153708,0.0,0.0
2018-09-26,44.60509739441891,44.60509739441891,43.6333625702385,44.34438963906496,44.34438963906496,114828,0.0,0.0
2018-09-27,44.17847770305625,45.62423410035705,43.87036888542502,45.60053175293751,45.60053175293751,254215,0.0,0.0
2018-09-28,45.97975112566832,46.193057802858895,43.79926880588954,44.39179137194196,44.39179137194196,253951,0.0,0.0
2018-10-01,44.77100005544173,45.71903608513003,44.39178781344868,45.71903608513003,45.71903608513003,147354,0.0,0.0
2018-10-02,45.19762036004554,45.38722830340613,44.20218317799083,45.031714765781544,45.031714765781544,170677,0.0,0.0
2018-10-03,45.079114781108714,46.074551939615276,44.69990251982892,45.742740758936634,45.742740758936634,234808,0.0,0.0
2018-10-04,45.505731717094996,45.79014181703272,42.6853258333008,42.73272691387865,42.73272691387865,313230,0.0,0.0
2018-10-05,43.01714009764212,43.72816720669406,41.476581361362925,43.20674805001681,43.20674805001681,323376,0.0,0.0
2018-10-08,42.68532336814691,42.68532336814691,38.65617027171993,38.65617027171993,38.65617027171993,525806,0.0,0.0
2018-10-09,38.419162392276824,39.556802759676,37.16301390209716,38.86947806966646,38.86947806966646,572004,0.0,0.0
2018-10-10,39.15389130615561,39.34349925477398,35.432850232462116,36.8549044223937,36.8549044223937,583277,0.0,0.0
2018-10-11,35.48024883173744,36.61789282733717,34.769221786546424,36.025370289677994,36.025370289677994,655504,0.0,0.0
2018-10-12,36.926008861519925,38.67987429697823,36.61789638867701,38.63247321264953,38.63247321264953,452716,0.0,0.0
2018-10-15,39.55680321626237,39.58050556438616,37.1393119829293,37.589631281987295,37.589631281987295,218034,0.0,0.0
2018-10-16,37.80293717624977,39.10648673405149,37.589630513379504,39.10648673405149,39.10648673405149,227005,0.0,0.0
2018-10-17,39.5805049307626,40.007121874867316,38.25325301943026,38.98798240185897,38.98798240185897,278913,0.0,0.0
2018-10-18,39.13018871301233,39.13018871301233,36.546788352917915,36.736396282833084,36.736396282833084,489187,0.0,0.0
2018-10-19,37.44743027873641,37.826646209160174,36.30978610393627,37.21042122633935,37.21042122633935,250093,0.0,0.0
2018-10-22,37.684439331133476,37.684439331133476,36.736403121545216,37.21042122633935,37.21042122633935,130445,0.0,0.0
2018-10-23,36.64159729347476,36.64159729347476,33.702683166920934,34.20040357391326,34.20040357391326,901334,0.0,0.0
2018-10-24,34.31890460926619,35.55135071060647,33.96339110216013,33.96339110216013,33.96339110216013,285477,0.0,0.0
2018-10-25,32.70724439927436,35.81206397361981,31.996217347116225,35.788361625292964,35.788361625292964,632955,0.0,0.0
2018-10-26,35.432852603983314,35.859469612810436,33.513077872496794,33.86859144377422,33.86859144377422,321111,0.0,0.0
2018-10-29,34.15300251625992,36.38088594166961,34.01079565231004,35.12473736501488,35.12473736501488,383407,0.0,0.0
2018-10-30,35.00623206764022,36.26238061620147,34.390010776070845,36.120173755432006,36.120173755432006,487739,0.0,0.0
2018-10-31,36.64159602978337,38.039947804675386,36.64159602978337,37.518528682671786,37.518528682671786,585300,0.0,0.0
2018-11-01,37.518528682671786,37.518528682671786,37.518528682671786,37.518528682671786,37.518528682671786,0,0.0,0.0
2018-11-02,39.10649007458444,40.24413414550288,38.4191653319831,38.94058447635007,38.94058447635007,660958,0.0,0.0
2018-11-05,38.86948112751886,39.912319418498114,38.039949518090104,38.419165414703,38.419165414703,297903,0.0,0.0
2018-11-06,38.75097689527059,39.53310742746013,37.494828297083856,38.70357581196504,38.70357581196504,242402,0.0,0.0
2018-11-07,38.91687945245983,39.390897481397154,38.466563771557595,39.15388846692849,39.15388846692849,183605,0.0,0.0
2018-11-08,39.29610202311491,40.386341505700095,36.87861038658906,36.97341256195432,36.97341256195432,367145,0.0,0.0
2018-11-09,36.997108748253225,37.09191090781916,35.07733427704305,35.50395122803093,35.50395122803093,633371,0.0,0.0
2018-11-12,35.50395122803093,35.50395122803093,35.50395122803093,35.50395122803093,35.50395122803093,0,0.0,0.0
2018-11-13,35.31434520613303,35.883165427294514,34.01079555087309,34.72182263556033,34.72182263556033,532628,0.0,0.0
2018-11-14,32.94425492384222,35.5276518849509,32.92055257443101,34.72182263556033,34.72182263556033,347077,0.0,0.0
2018-11-15,34.53221393511142,35.266943353155135,32.70724518091947,32.70724518091947,32.70724518091947,351216,0.0,0.0
2018-11-16,33.46567498593079,34.36631004134291,30.550463134991663,31.379994756679253,31.379994756679253,724443,0.0,0.0
2018-11-19,31.379992741827103,32.51763675896106,30.834874890038694,31.7592086196953,31.7592086196953,446751,0.0,0.0
2018-11-20,31.095580575471416,31.996215513211446,29.460219895828768,30.574161490402048,30.574161490402048,885393,0.0,0.0
2018-11-21,31.0481821904235,32.61244319775068,30.882276596669577,32.58874084872696,32.58874084872696,447528,0.0,0.0
2018-11-22,32.96795619393974,33.27606502737399,31.35629413145086,32.9442538453045,32.9442538453045,293165,0.0,0.0
2018-11-23,33.37087110270343,33.53677669521601,32.11472255972983,33.22866424256654,33.22866424256654,215712,0.0,0.0
2018-11-26,33.65527852964881,34.1055941901475,32.04361658099126,32.920549171497896,32.920549171497896,274623,0.0,0.0
2018-11-27,33.11016023667302,33.11016023667302,31.427398320544242,31.948817454887376,31.948817454887376,246374,0.0,0.0
2018-11-28,32.256929483712476,33.06275871549468,31.901415949137267,32.70724518091947,32.70724518091947,329135,0.0,0.0
2018-11-29,33.18126215865559,34.12929822033147,32.9916542230263,33.41827117407456,33.41827117407456,247979,0.0,0.0
2018-11-30,33.58417706256505,33.750082651551104,31.996217368320302,33.7026815713366,33.7026815713366,338753,0.0,0.0
